"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
21025,424,2,15941,"9.99","2020-03-23 19:15:10.996577+02"
21026,425,1,10545,"0.99","2020-03-01 13:06:12.996577+02"
21027,425,2,13040,"0.99","2020-03-19 09:32:50.996577+02"
21028,425,2,14089,"5.99","2020-03-21 00:27:28.996577+02"
21029,425,2,14881,"4.99","2020-03-22 04:16:05.996577+02"
21030,425,1,15064,"0.99","2020-03-22 11:10:24.996577+02"
21031,425,2,15784,"6.99","2020-03-23 14:14:26.996577+02"
21032,425,2,16036,"2.99","2020-03-23 22:41:10.996577+02"
21033,426,1,10505,"1.99","2020-03-01 11:42:25.996577+02"
21034,426,2,11237,"0.99","2020-03-02 13:52:27.996577+02"
21035,426,2,11876,"0.99","2020-03-17 14:46:47.996577+02"
21036,426,2,11938,"6.99","2020-03-17 17:23:20.996577+02"
21037,426,2,12548,"5.99","2020-03-18 15:03:52.996577+02"
21038,426,2,12707,"4.99","2020-03-18 21:20:28.996577+02"
21039,426,1,12822,"4.99","2020-03-19 01:43:50.996577+02"
21040,426,2,13834,"2.99","2020-03-20 14:31:34.996577+02"
21041,426,2,14151,"6.99","2020-03-21 02:51:51.996577+02"
21042,426,2,14826,"2.99","2020-03-22 02:00:40.996577+02"
21043,427,1,10417,"4.99","2020-03-01 08:39:02.996577+02"
21044,427,1,10464,"5.99","2020-03-01 10:11:40.996577+02"
21045,427,2,10560,"4.99","2020-03-01 13:33:23.996577+02"
21046,427,1,11024,"5.99","2020-03-02 06:06:57.996577+02"
21047,427,1,13720,"1.99","2020-03-20 10:30:05.996577+02"
21048,427,2,14201,"6.99","2020-03-21 04:20:00.996577+02"
21049,427,1,14287,"3.99","2020-03-21 07:22:25.996577+02"
21050,427,1,15330,"3.99","2020-03-22 21:03:56.996577+02"
21051,428,2,10577,"4.99","2020-03-01 14:15:04.996577+02"
21052,428,2,10888,"2.99","2020-03-02 01:21:11.996577+02"
21053,428,2,11536,"0.99","2020-03-17 01:08:29.996577+02"
21054,429,1,12259,"2.99","2020-03-18 04:43:01.996577+02"
21055,429,1,12953,"4.99","2020-03-19 06:32:33.996577+02"
21056,429,2,14495,"4.99","2020-03-21 14:33:05.996577+02"
21057,430,1,12723,"0.99","2020-03-18 22:02:42.996577+02"
21058,430,1,12965,"4.99","2020-03-19 07:01:26.996577+02"
21059,430,1,13007,"0.99","2020-03-19 08:16:09.996577+02"
21060,430,2,13452,"0.99","2020-03-20 00:48:33.996577+02"
21061,430,2,13454,"2.99","2020-03-20 00:59:18.996577+02"
21062,430,1,14058,"5.99","2020-03-20 22:53:01.996577+02"
21063,430,1,15031,"4.99","2020-03-22 09:40:14.996577+02"
21064,431,2,10508,"0.99","2020-03-01 11:51:53.996577+02"
21065,431,1,10527,"4.99","2020-03-01 12:24:20.996577+02"
21066,431,2,10959,"6.99","2020-03-02 04:08:05.996577+02"
21067,431,2,11538,"2.99","2020-03-17 01:12:30.996577+02"
21068,431,1,12273,"6.99","2020-03-18 05:09:16.996577+02"
21069,431,2,13153,"1.99","2020-03-19 13:38:13.996577+02"
21070,431,1,13784,"4.99","2020-03-20 12:39:54.996577+02"
21071,431,1,15809,"2.99","2020-03-23 15:10:33.996577+02"
21072,431,1,15960,"2.99","2020-03-23 20:04:08.996577+02"
21073,432,2,11870,"0.99","2020-03-17 14:39:54.996577+02"
21074,432,1,12767,"6.99","2020-03-18 23:54:15.996577+02"
21075,432,1,14027,"2.99","2020-03-20 21:50:00.996577+02"
21076,432,1,15523,"4.99","2020-03-23 04:01:02.996577+02"
21077,432,1,15713,"6.99","2020-03-23 11:24:41.996577+02"
21078,433,1,10663,"4.99","2020-03-01 17:19:34.996577+02"
21079,433,1,11664,"2.99","2020-03-17 06:04:18.996577+02"
21080,433,2,12669,"6.99","2020-03-18 19:46:13.996577+02"
21081,433,2,13273,"4.99","2020-03-19 18:17:39.996577+02"
21082,433,1,13801,"4.99","2020-03-20 13:09:19.996577+02"
21083,433,2,14523,"4.99","2020-03-21 15:32:11.996577+02"
21084,433,1,14559,"6.99","2020-03-21 16:40:01.996577+02"
21085,433,2,15476,"4.99","2020-03-23 02:13:33.996577+02"
21086,433,1,15502,"5.99","2020-03-23 03:08:30.996577+02"
21087,434,1,11242,"3.99","2020-03-02 14:00:26.996577+02"
21088,434,1,11867,"2.99","2020-03-17 14:32:54.996577+02"
21089,434,2,12030,"2.99","2020-03-17 20:39:14.996577+02"
21090,434,2,12146,"2.99","2020-03-18 00:38:30.996577+02"
21091,434,2,12624,"7.99","2020-03-18 18:03:26.996577+02"
21092,434,2,13359,"9.99","2020-03-19 21:33:15.996577+02"
21093,434,1,13383,"7.99","2020-03-19 22:07:10.996577+02"
21094,434,2,14553,"4.99","2020-03-21 16:28:06.996577+02"
21095,434,2,15016,"3.99","2020-03-22 09:16:01.996577+02"
21096,434,2,15385,"4.99","2020-03-22 23:06:00.996577+02"
21097,435,1,10998,"6.99","2020-03-02 05:19:21.996577+02"
21098,435,1,11041,"2.99","2020-03-02 06:32:19.996577+02"
21099,435,1,11786,"3.99","2020-03-17 11:26:06.996577+02"
21100,435,1,11796,"0.99","2020-03-17 11:45:13.996577+02"
21101,435,2,12046,"0.99","2020-03-17 21:16:12.996577+02"
21102,435,1,12741,"4.99","2020-03-18 22:45:31.996577+02"
21103,435,2,13208,"0.99","2020-03-19 15:47:21.996577+02"
21104,435,1,14696,"4.99","2020-03-21 21:16:31.996577+02"
21105,435,1,14765,"1.99","2020-03-22 00:08:54.996577+02"
21106,435,1,14850,"0.99","2020-03-22 02:45:21.996577+02"
21107,435,1,15136,"2.99","2020-03-22 13:47:51.996577+02"
21108,436,2,11160,"0.99","2020-03-02 10:33:56.996577+02"
21109,436,1,11580,"2.99","2020-03-17 02:27:33.996577+02"
21110,436,2,11615,"4.99","2020-03-17 04:23:01.996577+02"
21111,436,2,11896,"5.99","2020-03-17 15:48:20.996577+02"
21112,436,2,12297,"0.99","2020-03-18 05:48:23.996577+02"
21113,436,2,12429,"6.99","2020-03-18 10:55:12.996577+02"
21114,436,2,13099,"9.99","2020-03-19 11:23:45.996577+02"
21115,436,2,13382,"7.99","2020-03-19 22:07:07.996577+02"
21116,436,1,13533,"3.99","2020-03-20 03:58:26.996577+02"
21117,436,1,13760,"5.99","2020-03-20 11:54:59.996577+02"
21118,436,1,13814,"0.99","2020-03-20 13:35:49.996577+02"
21119,436,2,13826,"2.99","2020-03-20 14:15:04.996577+02"
21120,436,2,15766,"4.99","2020-03-23 13:38:42.996577+02"
21121,437,2,10249,"0.99","2020-03-01 03:04:05.996577+02"
21122,437,2,11417,"3.99","2020-03-02 20:13:12.996577+02"
21123,437,1,12205,"8.99","2020-03-18 02:49:34.996577+02"
21124,437,2,13838,"7.99","2020-03-20 14:51:12.996577+02"
21125,437,1,13839,"2.99","2020-03-20 14:51:42.996577+02"
21126,437,1,13905,"1.99","2020-03-20 16:41:14.996577+02"
21127,437,1,14993,"1.99","2020-03-22 08:20:44.996577+02"
21128,438,1,10512,"6.99","2020-03-01 12:04:45.996577+02"
21129,438,1,10607,"4.99","2020-03-01 15:13:09.996577+02"
21130,438,2,11644,"4.99","2020-03-17 05:18:12.996577+02"
21131,438,2,11933,"4.99","2020-03-17 17:06:46.996577+02"
21132,438,2,12654,"0.99","2020-03-18 19:25:06.996577+02"
21133,438,2,13319,"7.99","2020-03-19 20:03:39.996577+02"
21134,438,1,13414,"4.99","2020-03-19 23:16:00.996577+02"
21135,438,2,14582,"5.99","2020-03-21 17:36:59.996577+02"
21136,438,2,15893,"5.99","2020-03-23 17:30:26.996577+02"
21137,439,2,10744,"1.99","2020-03-01 20:25:15.996577+02"
21138,439,1,10905,"2.99","2020-03-02 02:14:25.996577+02"
21139,439,2,11042,"6.99","2020-03-02 06:32:59.996577+02"
21140,439,2,11544,"5.99","2020-03-17 01:23:33.996577+02"
21141,439,1,11989,"2.99","2020-03-17 18:52:24.996577+02"
21142,439,1,12621,"2.99","2020-03-18 18:00:02.996577+02"
21143,439,2,12755,"5.99","2020-03-18 23:07:13.996577+02"
21144,439,2,12826,"3.99","2020-03-19 01:53:37.996577+02"
21145,439,2,13358,"4.99","2020-03-19 21:32:46.996577+02"
21146,439,2,14730,"5.99","2020-03-21 22:49:37.996577+02"
21147,439,2,15044,"9.99","2020-03-22 10:20:20.996577+02"
21148,439,2,15162,"4.99","2020-03-22 15:09:31.996577+02"
21149,439,2,15653,"4.99","2020-03-23 09:03:08.996577+02"
21150,439,1,15818,"1.99","2020-03-23 15:28:24.996577+02"
21151,439,1,16018,"0.99","2020-03-23 21:56:01.996577+02"
21152,440,2,12403,"6.99","2020-03-18 09:59:31.996577+02"
21153,440,1,12850,"0.99","2020-03-19 02:36:32.996577+02"
21154,440,2,13384,"4.99","2020-03-19 22:07:17.996577+02"
21155,440,2,13779,"2.99","2020-03-20 12:32:20.996577+02"
21156,440,1,14555,"0.99","2020-03-21 16:31:28.996577+02"
21157,440,2,14863,"7.99","2020-03-22 03:25:30.996577+02"
21158,440,2,15264,"0.99","2020-03-22 18:56:04.996577+02"
21159,440,1,15925,"4.99","2020-03-23 18:43:32.996577+02"
21160,441,1,10846,"1.99","2020-03-02 00:16:20.996577+02"
21161,441,2,11247,"1.99","2020-03-02 14:02:34.996577+02"
21162,441,2,13483,"2.99","2020-03-20 01:45:04.996577+02"
21163,441,2,13739,"4.99","2020-03-20 11:13:36.996577+02"
21164,441,1,13932,"4.99","2020-03-20 17:45:26.996577+02"
21165,441,2,14796,"4.99","2020-03-22 01:09:15.996577+02"
21166,441,2,15070,"3.99","2020-03-22 11:24:11.996577+02"
21167,442,2,10365,"6.99","2020-03-01 06:37:10.996577+02"
21168,442,2,10452,"0.99","2020-03-01 09:40:02.996577+02"
21169,442,1,12948,"0.99","2020-03-19 06:23:40.996577+02"
21170,442,2,13004,"0.99","2020-03-19 08:08:34.996577+02"
21171,442,1,13155,"7.99","2020-03-19 13:38:49.996577+02"
21172,442,2,14199,"0.99","2020-03-21 04:17:09.996577+02"
21173,442,1,14418,"1.99","2020-03-21 11:42:52.996577+02"
21174,442,1,14466,"0.99","2020-03-21 13:31:39.996577+02"
21175,442,2,15207,"2.99","2020-03-22 17:03:51.996577+02"
21176,443,2,10360,"0.99","2020-03-01 06:21:19.996577+02"
21177,443,1,11449,"4.99","2020-03-02 21:13:09.996577+02"
21178,443,1,12415,"4.99","2020-03-18 10:22:27.996577+02"
21179,443,2,12857,"4.99","2020-03-19 02:48:39.996577+02"
21180,443,1,13489,"2.99","2020-03-20 01:57:32.996577+02"
21181,443,1,14561,"2.99","2020-03-21 16:49:09.996577+02"
21182,443,2,14611,"6.99","2020-03-21 18:30:07.996577+02"
21183,443,1,15182,"0.99","2020-03-22 16:15:31.996577+02"
21184,443,2,15393,"4.99","2020-03-22 23:32:35.996577+02"
21185,443,1,15519,"0.99","2020-03-23 03:51:58.996577+02"
21186,444,1,10529,"4.99","2020-03-01 12:28:28.996577+02"
21187,444,1,10693,"4.99","2020-03-01 18:42:40.996577+02"
21188,444,2,11353,"0.99","2020-03-02 18:03:11.996577+02"
21189,444,2,11419,"6.99","2020-03-02 20:15:04.996577+02"
21190,444,1,11728,"4.99","2020-03-17 08:40:52.996577+02"
21191,444,1,12161,"6.99","2020-03-18 01:10:12.996577+02"
21192,444,2,12712,"2.99","2020-03-18 21:32:39.996577+02"
21193,444,2,12946,"2.99","2020-03-19 06:22:00.996577+02"
21194,444,1,13488,"0.99","2020-03-20 01:57:08.996577+02"
21195,444,2,13559,"2.99","2020-03-20 04:44:33.996577+02"
21196,444,1,13924,"0.99","2020-03-20 17:33:44.996577+02"
21197,444,1,15249,"4.99","2020-03-22 18:26:53.996577+02"
21198,444,1,15557,"0.99","2020-03-23 05:20:43.996577+02"
21199,444,2,15815,"4.99","2020-03-23 15:24:13.996577+02"
21200,445,2,10334,"1.99","2020-03-01 05:27:08.996577+02"
21201,445,2,10341,"0.99","2020-03-01 05:38:28.996577+02"
21202,445,2,10936,"9.99","2020-03-02 03:23:30.996577+02"
21203,445,1,11383,"7.99","2020-03-02 18:50:31.996577+02"
21204,445,1,11868,"4.99","2020-03-17 14:34:00.996577+02"
21205,445,1,11877,"3.99","2020-03-17 14:49:37.996577+02"
21206,445,2,13586,"0.99","2020-03-20 06:08:59.996577+02"
21207,445,1,14612,"6.99","2020-03-21 18:31:41.996577+02"
21208,445,2,14673,"2.99","2020-03-21 20:29:44.996577+02"
21209,445,1,14866,"6.99","2020-03-22 03:40:01.996577+02"
21210,445,1,14955,"4.99","2020-03-22 06:54:18.996577+02"
21211,445,1,15123,"3.99","2020-03-22 13:17:10.996577+02"
21212,445,1,15791,"6.99","2020-03-23 14:30:39.996577+02"
21213,445,2,15906,"2.99","2020-03-23 18:04:26.996577+02"
21214,446,1,11051,"3.99","2020-03-02 06:52:05.996577+02"
21215,446,2,12253,"0.99","2020-03-18 04:29:16.996577+02"
21216,446,2,12480,"8.99","2020-03-18 12:55:09.996577+02"
21217,446,1,15808,"1.99","2020-03-23 15:07:03.996577+02"
21218,446,2,15951,"0.99","2020-03-23 19:38:58.996577+02"
21219,447,1,10425,"2.99","2020-03-01 08:51:51.996577+02"
21220,447,2,10957,"5.99","2020-03-02 04:01:56.996577+02"
21221,447,2,11108,"0.99","2020-03-02 08:48:27.996577+02"
21222,447,1,11465,"5.99","2020-03-02 22:12:18.996577+02"
21223,447,2,12511,"0.99","2020-03-18 13:51:45.996577+02"
21224,447,1,13072,"2.99","2020-03-19 10:31:56.996577+02"
21225,447,2,13110,"0.99","2020-03-19 11:53:03.996577+02"
21226,447,1,13848,"4.99","2020-03-20 15:06:15.996577+02"
21227,447,2,14443,"5.99","2020-03-21 12:34:58.996577+02"
21228,447,1,15108,"2.99","2020-03-22 12:38:33.996577+02"
21229,447,1,15997,"4.99","2020-03-23 21:08:57.996577+02"
21230,447,2,16032,"4.99","2020-03-23 22:28:23.996577+02"
21231,448,2,11608,"8.99","2020-03-17 04:05:18.996577+02"
21232,448,1,11798,"9.99","2020-03-17 11:50:09.996577+02"
21233,448,1,12446,"2.99","2020-03-18 11:24:55.996577+02"
21234,448,1,13220,"2.99","2020-03-19 16:10:58.996577+02"
21235,448,2,13250,"3.99","2020-03-19 17:16:21.996577+02"
21236,448,1,13982,"3.99","2020-03-20 19:36:51.996577+02"
21237,448,1,14580,"3.99","2020-03-21 17:25:05.996577+02"
21238,448,1,14711,"2.99","2020-03-21 21:50:33.996577+02"
21239,448,2,15358,"9.99","2020-03-22 21:57:40.996577+02"
21240,448,1,15427,"4.99","2020-03-23 00:36:19.996577+02"
21241,449,2,10409,"2.99","2020-03-01 08:17:41.996577+02"
21242,449,1,10416,"4.99","2020-03-01 08:37:05.996577+02"
21243,449,1,10516,"6.99","2020-03-01 12:10:21.996577+02"
21244,449,2,10688,"6.99","2020-03-01 18:22:09.996577+02"
21245,449,1,12212,"4.99","2020-03-18 03:01:55.996577+02"
21246,449,2,14962,"7.99","2020-03-22 07:06:09.996577+02"
21247,450,2,10432,"2.99","2020-03-01 09:11:47.996577+02"
21248,450,1,10984,"3.99","2020-03-02 04:58:28.996577+02"
21249,450,2,12812,"0.99","2020-03-19 01:22:28.996577+02"
21250,450,2,13731,"4.99","2020-03-20 10:50:34.996577+02"
21251,450,1,13810,"0.99","2020-03-20 13:28:04.996577+02"
21252,450,1,13828,"4.99","2020-03-20 14:18:18.996577+02"
21253,450,1,14282,"4.99","2020-03-21 07:09:55.996577+02"
21254,450,2,15019,"0.99","2020-03-22 09:21:19.996577+02"
21255,450,1,15327,"4.99","2020-03-22 20:59:50.996577+02"
21256,450,2,15419,"4.99","2020-03-23 00:23:02.996577+02"
21257,451,2,10337,"8.99","2020-03-01 05:30:12.996577+02"
21258,451,1,10856,"2.99","2020-03-02 00:35:40.996577+02"
21259,451,2,10950,"2.99","2020-03-02 03:53:34.996577+02"
21260,451,2,11167,"6.99","2020-03-02 10:44:17.996577+02"
21261,451,2,11381,"6.99","2020-03-02 18:47:55.996577+02"
21262,451,1,11790,"2.99","2020-03-17 11:28:34.996577+02"
21263,451,2,12371,"2.99","2020-03-18 08:31:12.996577+02"
21264,451,1,12422,"4.99","2020-03-18 10:41:38.996577+02"
21265,451,2,13003,"1.99","2020-03-19 08:07:55.996577+02"
21266,451,2,13100,"2.99","2020-03-19 11:24:11.996577+02"
21267,451,2,13252,"2.99","2020-03-19 17:19:16.996577+02"
21268,451,2,13380,"0.99","2020-03-19 22:05:24.996577+02"
21269,451,1,13666,"2.99","2020-03-20 08:48:45.996577+02"
21270,451,1,13705,"2.99","2020-03-20 10:00:49.996577+02"
21271,451,2,14500,"0.99","2020-03-21 14:39:56.996577+02"
21272,451,1,15651,"4.99","2020-03-23 09:00:15.996577+02"
21273,452,2,11715,"4.99","2020-03-17 08:09:21.996577+02"
21274,452,1,11735,"3.99","2020-03-17 09:04:08.996577+02"
21275,452,1,12355,"0.99","2020-03-18 08:04:49.996577+02"
21276,452,1,12630,"4.99","2020-03-18 18:17:54.996577+02"
21277,452,1,13080,"4.99","2020-03-19 10:46:26.996577+02"
21278,452,1,13642,"3.99","2020-03-20 08:10:43.996577+02"
21279,452,1,14660,"0.99","2020-03-21 20:11:47.996577+02"
21280,452,1,15909,"0.99","2020-03-23 18:11:08.996577+02"
21281,453,1,11794,"4.99","2020-03-17 11:37:14.996577+02"
21282,453,1,12703,"2.99","2020-03-18 21:05:39.996577+02"
21283,453,1,13711,"7.99","2020-03-20 10:03:46.996577+02"
21284,453,1,13785,"4.99","2020-03-20 12:40:12.996577+02"
21285,453,1,14133,"2.99","2020-03-21 02:12:40.996577+02"
21286,453,2,14306,"5.99","2020-03-21 08:01:01.996577+02"
21287,453,2,14644,"4.99","2020-03-21 19:40:38.996577+02"
21288,453,1,14652,"4.99","2020-03-21 20:00:31.996577+02"
21289,453,1,15252,"0.99","2020-03-22 18:32:48.996577+02"
21290,453,2,15627,"4.99","2020-03-23 07:54:04.996577+02"
21291,454,2,12347,"0.99","2020-03-18 07:46:36.996577+02"
21292,454,1,12553,"0.99","2020-03-18 15:15:20.996577+02"
21293,454,2,13496,"8.99","2020-03-20 02:10:55.996577+02"
21294,454,2,13513,"2.99","2020-03-20 02:56:19.996577+02"
21295,454,2,13694,"8.99","2020-03-20 09:41:49.996577+02"
21296,454,1,13805,"6.99","2020-03-20 13:21:38.996577+02"
21297,454,1,14799,"0.99","2020-03-22 01:13:23.996577+02"
21298,454,2,14843,"2.99","2020-03-22 02:33:51.996577+02"
21299,454,2,15012,"4.99","2020-03-22 09:10:58.996577+02"
21300,454,1,15301,"3.99","2020-03-22 20:12:42.996577+02"
21301,454,2,15608,"1.99","2020-03-23 07:23:52.996577+02"
21302,455,1,10436,"0.99","2020-03-01 09:19:25.996577+02"
21303,455,1,11605,"4.99","2020-03-17 03:59:23.996577+02"
21304,455,1,12163,"2.99","2020-03-18 01:14:27.996577+02"
21305,455,1,12314,"4.99","2020-03-18 06:38:28.996577+02"
21306,455,2,13083,"2.99","2020-03-19 10:55:11.996577+02"
21307,455,2,13813,"4.99","2020-03-20 13:31:52.996577+02"
21308,455,1,14294,"2.99","2020-03-21 07:35:52.996577+02"
21309,455,2,14583,"4.99","2020-03-21 17:40:13.996577+02"
21310,455,1,15494,"1.99","2020-03-23 02:53:35.996577+02"
21311,456,2,10519,"5.99","2020-03-01 12:12:39.996577+02"
21312,456,1,10813,"2.99","2020-03-01 23:11:26.996577+02"
21313,456,1,12188,"4.99","2020-03-18 02:20:09.996577+02"
21314,456,1,13144,"8.99","2020-03-19 13:14:21.996577+02"
21315,456,1,13348,"4.99","2020-03-19 21:00:14.996577+02"
21316,456,1,13547,"4.99","2020-03-20 04:21:42.996577+02"
21317,456,2,14253,"2.99","2020-03-21 06:16:18.996577+02"
21318,456,2,14690,"1.99","2020-03-21 21:10:51.996577+02"
21319,456,1,15720,"3.99","2020-03-23 11:43:46.996577+02"
21320,456,1,15910,"2.99","2020-03-23 18:11:42.996577+02"
21321,457,2,11956,"6.99","2020-03-17 17:50:31.996577+02"
21322,457,1,12115,"4.99","2020-03-17 23:32:41.996577+02"
21323,457,1,12171,"4.99","2020-03-18 01:34:39.996577+02"
21324,457,1,13088,"0.99","2020-03-19 11:04:37.996577+02"
21325,457,1,13150,"2.99","2020-03-19 13:36:45.996577+02"
21326,457,2,13934,"0.99","2020-03-20 17:47:14.996577+02"
21327,457,2,14327,"10.99","2020-03-21 08:46:44.996577+02"
21328,457,1,14365,"6.99","2020-03-21 09:53:39.996577+02"
21329,457,1,15128,"3.99","2020-03-22 13:25:52.996577+02"
21330,458,2,11138,"2.99","2020-03-02 09:54:42.996577+02"
21331,458,2,11975,"2.99","2020-03-17 18:27:05.996577+02"
21332,458,2,12768,"0.99","2020-03-18 23:54:37.996577+02"
21333,458,2,13259,"2.99","2020-03-19 17:37:19.996577+02"
21334,458,2,13487,"2.99","2020-03-20 01:55:31.996577+02"
21335,458,2,13571,"4.99","2020-03-20 05:33:40.996577+02"
21336,458,2,14428,"4.99","2020-03-21 11:55:33.996577+02"
21337,458,1,15604,"4.99","2020-03-23 07:12:45.996577+02"
21338,459,1,10233,"6.99","2020-03-01 02:22:49.996577+02"
21339,459,2,10255,"4.99","2020-03-01 03:14:39.996577+02"
21340,459,1,10499,"7.99","2020-03-01 11:28:46.996577+02"
21341,459,1,10531,"2.99","2020-03-01 12:34:56.996577+02"
21342,459,1,12527,"6.99","2020-03-18 14:17:12.996577+02"
21343,459,1,12629,"7.99","2020-03-18 18:08:59.996577+02"
21344,459,2,13960,"10.99","2020-03-20 18:44:52.996577+02"
21345,459,1,13967,"4.99","2020-03-20 18:57:12.996577+02"
21346,459,1,14315,"3.99","2020-03-21 08:25:05.996577+02"
21347,459,1,15126,"5.99","2020-03-22 13:22:24.996577+02"
21348,459,2,15342,"2.99","2020-03-22 21:25:07.996577+02"
21349,459,1,15814,"0.99","2020-03-23 15:21:16.996577+02"
21350,460,2,10754,"10.99","2020-03-01 20:40:59.996577+02"
21351,460,1,10926,"1.99","2020-03-02 02:55:03.996577+02"
21352,460,2,11554,"2.99","2020-03-17 01:33:43.996577+02"
21353,460,1,12056,"5.99","2020-03-17 21:32:14.996577+02"
21354,460,2,12586,"4.99","2020-03-18 16:23:05.996577+02"
21355,460,1,12865,"0.99","2020-03-19 03:07:16.996577+02"
21356,460,2,13215,"8.99","2020-03-19 16:04:04.996577+02"
21357,460,1,13341,"3.99","2020-03-19 20:47:19.996577+02"
21358,460,2,13920,"5.99","2020-03-20 17:19:44.996577+02"
21359,460,2,14864,"0.99","2020-03-22 03:25:32.996577+02"
21360,460,1,14923,"3.99","2020-03-22 05:41:59.996577+02"
21361,460,2,15954,"2.99","2020-03-23 19:42:33.996577+02"
21362,461,1,10260,"2.99","2020-03-01 03:26:33.996577+02"
21363,461,2,11063,"0.99","2020-03-02 07:22:14.996577+02"
21364,461,2,11219,"0.99","2020-03-02 12:58:46.996577+02"
21365,461,2,12022,"2.99","2020-03-17 20:21:11.996577+02"
21366,461,1,13223,"2.99","2020-03-19 16:20:30.996577+02"
21367,461,1,13269,"2.99","2020-03-19 18:02:26.996577+02"
21368,461,1,14186,"4.99","2020-03-21 03:59:33.996577+02"
21369,461,1,14893,"4.99","2020-03-22 04:44:14.996577+02"
21370,461,1,15067,"2.99","2020-03-22 11:17:47.996577+02"
21371,461,2,15187,"4.99","2020-03-22 16:21:58.996577+02"
21372,461,1,15336,"6.99","2020-03-22 21:16:14.996577+02"
21373,461,2,15411,"2.99","2020-03-23 00:04:07.996577+02"
21374,461,2,15449,"2.99","2020-03-23 01:24:09.996577+02"
21375,461,2,15613,"7.99","2020-03-23 07:31:45.996577+02"
21376,462,1,10283,"2.99","2020-03-01 03:58:11.996577+02"
21377,462,2,11639,"6.99","2020-03-17 05:11:55.996577+02"
21378,462,1,11808,"2.99","2020-03-17 12:19:42.996577+02"
21379,462,1,12466,"4.99","2020-03-18 12:05:21.996577+02"
21380,462,2,12582,"0.99","2020-03-18 16:19:38.996577+02"
21381,462,1,12802,"8.99","2020-03-19 00:56:07.996577+02"
21382,462,2,13041,"8.99","2020-03-19 09:34:04.996577+02"
21383,462,1,13328,"4.99","2020-03-19 20:24:27.996577+02"
21384,462,1,13492,"7.99","2020-03-20 02:00:30.996577+02"
21385,462,2,15581,"2.99","2020-03-23 06:10:39.996577+02"
21386,462,1,15943,"2.99","2020-03-23 19:17:58.996577+02"
21387,462,1,16013,"0.99","2020-03-23 21:45:43.996577+02"
21388,463,1,10275,"3.99","2020-03-01 03:48:34.996577+02"
21389,463,2,10405,"0.99","2020-03-01 08:03:51.996577+02"
21390,463,2,10906,"2.99","2020-03-02 02:15:30.996577+02"
21391,463,2,12096,"7.99","2020-03-17 23:01:16.996577+02"
21392,463,2,12679,"6.99","2020-03-18 20:10:37.996577+02"
21393,463,1,12950,"2.99","2020-03-19 06:24:24.996577+02"
21394,463,2,13938,"4.99","2020-03-20 17:53:11.996577+02"
21395,463,1,14689,"0.99","2020-03-21 21:01:26.996577+02"
21396,463,1,14859,"2.99","2020-03-22 03:15:01.996577+02"
21397,463,2,15151,"7.99","2020-03-22 14:51:37.996577+02"
21398,464,2,11275,"1.99","2020-03-02 14:54:24.996577+02"
21399,464,1,13644,"8.99","2020-03-20 08:14:56.996577+02"
21400,464,2,13943,"2.99","2020-03-20 17:59:44.996577+02"
21401,464,1,15092,"6.99","2020-03-22 12:04:42.996577+02"
21402,464,2,15854,"0.99","2020-03-23 16:26:31.996577+02"
21403,464,1,15983,"4.99","2020-03-23 20:42:04.996577+02"
21404,465,1,10542,"3.99","2020-03-01 13:00:49.996577+02"
21405,465,1,11156,"2.99","2020-03-02 10:24:32.996577+02"
21406,465,1,11586,"4.99","2020-03-17 02:49:08.996577+02"
21407,465,2,11648,"6.99","2020-03-17 05:24:42.996577+02"
21408,465,2,12106,"4.99","2020-03-17 23:23:58.996577+02"
21409,465,1,12814,"4.99","2020-03-19 01:26:50.996577+02"
21410,465,1,12864,"4.99","2020-03-19 03:06:52.996577+02"
21411,465,1,15550,"3.99","2020-03-23 04:56:20.996577+02"
21412,465,2,15859,"4.99","2020-03-23 16:36:41.996577+02"
21413,466,1,10469,"4.99","2020-03-01 10:19:37.996577+02"
21414,466,2,11343,"0.99","2020-03-02 17:40:56.996577+02"
21415,466,1,11359,"4.99","2020-03-02 18:14:21.996577+02"
21416,466,1,12048,"7.99","2020-03-17 21:17:50.996577+02"
21417,466,1,13478,"2.99","2020-03-20 01:35:40.996577+02"
21418,466,1,13884,"5.99","2020-03-20 15:59:17.996577+02"
21419,466,1,13988,"4.99","2020-03-20 19:49:54.996577+02"
21420,466,2,14546,"2.99","2020-03-21 16:19:16.996577+02"
21421,466,2,15230,"4.99","2020-03-22 18:00:07.996577+02"
21422,466,1,16005,"7.99","2020-03-23 21:28:48.996577+02"
21423,467,2,10239,"0.99","2020-03-01 02:37:48.996577+02"
21424,467,2,11332,"2.99","2020-03-02 17:21:23.996577+02"
21425,467,1,11874,"4.99","2020-03-17 14:45:06.996577+02"
21426,467,1,12266,"2.99","2020-03-18 04:50:57.996577+02"
21427,467,1,12437,"9.99","2020-03-18 11:11:09.996577+02"
21428,467,1,12641,"2.99","2020-03-18 18:46:34.996577+02"
21429,467,1,14402,"2.99","2020-03-21 11:06:43.996577+02"
21430,467,1,14451,"0.99","2020-03-21 12:50:10.996577+02"
21431,467,1,14842,"3.99","2020-03-22 02:33:04.996577+02"
21432,467,1,15032,"0.99","2020-03-22 09:42:35.996577+02"
21433,467,2,15830,"2.99","2020-03-23 15:47:41.996577+02"
21434,468,2,11257,"10.99","2020-03-02 14:13:31.996577+02"
