"film_id","category_id","last_update"
666,7,"2020-02-15 12:07:09+02"
667,15,"2020-02-15 12:07:09+02"
668,15,"2020-02-15 12:07:09+02"
669,9,"2020-02-15 12:07:09+02"
670,6,"2020-02-15 12:07:09+02"
671,15,"2020-02-15 12:07:09+02"
672,5,"2020-02-15 12:07:09+02"
673,12,"2020-02-15 12:07:09+02"
674,9,"2020-02-15 12:07:09+02"
675,13,"2020-02-15 12:07:09+02"
676,15,"2020-02-15 12:07:09+02"
677,13,"2020-02-15 12:07:09+02"
678,15,"2020-02-15 12:07:09+02"
679,8,"2020-02-15 12:07:09+02"
680,5,"2020-02-15 12:07:09+02"
681,15,"2020-02-15 12:07:09+02"
682,8,"2020-02-15 12:07:09+02"
683,7,"2020-02-15 12:07:09+02"
684,10,"2020-02-15 12:07:09+02"
685,13,"2020-02-15 12:07:09+02"
686,13,"2020-02-15 12:07:09+02"
687,6,"2020-02-15 12:07:09+02"
688,3,"2020-02-15 12:07:09+02"
689,9,"2020-02-15 12:07:09+02"
690,2,"2020-02-15 12:07:09+02"
691,15,"2020-02-15 12:07:09+02"
692,2,"2020-02-15 12:07:09+02"
693,2,"2020-02-15 12:07:09+02"
694,4,"2020-02-15 12:07:09+02"
695,8,"2020-02-15 12:07:09+02"
696,2,"2020-02-15 12:07:09+02"
697,1,"2020-02-15 12:07:09+02"
698,6,"2020-02-15 12:07:09+02"
699,10,"2020-02-15 12:07:09+02"
700,8,"2020-02-15 12:07:09+02"
701,10,"2020-02-15 12:07:09+02"
702,11,"2020-02-15 12:07:09+02"
703,2,"2020-02-15 12:07:09+02"
704,5,"2020-02-15 12:07:09+02"
705,9,"2020-02-15 12:07:09+02"
706,7,"2020-02-15 12:07:09+02"
707,1,"2020-02-15 12:07:09+02"
708,6,"2020-02-15 12:07:09+02"
709,7,"2020-02-15 12:07:09+02"
710,8,"2020-02-15 12:07:09+02"
711,14,"2020-02-15 12:07:09+02"
712,6,"2020-02-15 12:07:09+02"
713,6,"2020-02-15 12:07:09+02"
714,14,"2020-02-15 12:07:09+02"
715,8,"2020-02-15 12:07:09+02"
716,11,"2020-02-15 12:07:09+02"
717,1,"2020-02-15 12:07:09+02"
718,12,"2020-02-15 12:07:09+02"
719,15,"2020-02-15 12:07:09+02"
720,13,"2020-02-15 12:07:09+02"
721,12,"2020-02-15 12:07:09+02"
722,11,"2020-02-15 12:07:09+02"
723,14,"2020-02-15 12:07:09+02"
724,8,"2020-02-15 12:07:09+02"
725,4,"2020-02-15 12:07:09+02"
726,9,"2020-02-15 12:07:09+02"
727,8,"2020-02-15 12:07:09+02"
728,7,"2020-02-15 12:07:09+02"
729,15,"2020-02-15 12:07:09+02"
730,13,"2020-02-15 12:07:09+02"
731,4,"2020-02-15 12:07:09+02"
732,1,"2020-02-15 12:07:09+02"
733,15,"2020-02-15 12:07:09+02"
734,6,"2020-02-15 12:07:09+02"
735,3,"2020-02-15 12:07:09+02"
736,8,"2020-02-15 12:07:09+02"
737,11,"2020-02-15 12:07:09+02"
738,9,"2020-02-15 12:07:09+02"
739,7,"2020-02-15 12:07:09+02"
740,11,"2020-02-15 12:07:09+02"
741,12,"2020-02-15 12:07:09+02"
742,10,"2020-02-15 12:07:09+02"
743,2,"2020-02-15 12:07:09+02"
744,4,"2020-02-15 12:07:09+02"
745,15,"2020-02-15 12:07:09+02"
746,10,"2020-02-15 12:07:09+02"
747,10,"2020-02-15 12:07:09+02"
748,1,"2020-02-15 12:07:09+02"
749,11,"2020-02-15 12:07:09+02"
750,13,"2020-02-15 12:07:09+02"
751,13,"2020-02-15 12:07:09+02"
752,12,"2020-02-15 12:07:09+02"
753,8,"2020-02-15 12:07:09+02"
754,5,"2020-02-15 12:07:09+02"
755,3,"2020-02-15 12:07:09+02"
756,5,"2020-02-15 12:07:09+02"
757,6,"2020-02-15 12:07:09+02"
758,7,"2020-02-15 12:07:09+02"
759,13,"2020-02-15 12:07:09+02"
760,13,"2020-02-15 12:07:09+02"
761,3,"2020-02-15 12:07:09+02"
762,10,"2020-02-15 12:07:09+02"
763,15,"2020-02-15 12:07:09+02"
764,15,"2020-02-15 12:07:09+02"
765,5,"2020-02-15 12:07:09+02"
766,7,"2020-02-15 12:07:09+02"
767,12,"2020-02-15 12:07:09+02"
768,3,"2020-02-15 12:07:09+02"
769,9,"2020-02-15 12:07:09+02"
770,9,"2020-02-15 12:07:09+02"
771,7,"2020-02-15 12:07:09+02"
772,7,"2020-02-15 12:07:09+02"
773,15,"2020-02-15 12:07:09+02"
774,5,"2020-02-15 12:07:09+02"
775,7,"2020-02-15 12:07:09+02"
776,6,"2020-02-15 12:07:09+02"
777,15,"2020-02-15 12:07:09+02"
778,8,"2020-02-15 12:07:09+02"
779,15,"2020-02-15 12:07:09+02"
780,8,"2020-02-15 12:07:09+02"
781,10,"2020-02-15 12:07:09+02"
782,15,"2020-02-15 12:07:09+02"
783,16,"2020-02-15 12:07:09+02"
784,16,"2020-02-15 12:07:09+02"
785,16,"2020-02-15 12:07:09+02"
786,3,"2020-02-15 12:07:09+02"
787,16,"2020-02-15 12:07:09+02"
788,6,"2020-02-15 12:07:09+02"
789,9,"2020-02-15 12:07:09+02"
790,7,"2020-02-15 12:07:09+02"
791,6,"2020-02-15 12:07:09+02"
792,9,"2020-02-15 12:07:09+02"
793,1,"2020-02-15 12:07:09+02"
794,1,"2020-02-15 12:07:09+02"
795,8,"2020-02-15 12:07:09+02"
796,15,"2020-02-15 12:07:09+02"
797,12,"2020-02-15 12:07:09+02"
798,14,"2020-02-15 12:07:09+02"
799,11,"2020-02-15 12:07:09+02"
800,11,"2020-02-15 12:07:09+02"
801,3,"2020-02-15 12:07:09+02"
802,1,"2020-02-15 12:07:09+02"
803,7,"2020-02-15 12:07:09+02"
804,11,"2020-02-15 12:07:09+02"
805,2,"2020-02-15 12:07:09+02"
806,13,"2020-02-15 12:07:09+02"
807,10,"2020-02-15 12:07:09+02"
808,4,"2020-02-15 12:07:09+02"
809,15,"2020-02-15 12:07:09+02"
810,8,"2020-02-15 12:07:09+02"
811,16,"2020-02-15 12:07:09+02"
812,6,"2020-02-15 12:07:09+02"
813,15,"2020-02-15 12:07:09+02"
814,5,"2020-02-15 12:07:09+02"
815,4,"2020-02-15 12:07:09+02"
816,2,"2020-02-15 12:07:09+02"
817,14,"2020-02-15 12:07:09+02"
818,7,"2020-02-15 12:07:09+02"
819,12,"2020-02-15 12:07:09+02"
820,2,"2020-02-15 12:07:09+02"
821,9,"2020-02-15 12:07:09+02"
822,8,"2020-02-15 12:07:09+02"
823,1,"2020-02-15 12:07:09+02"
824,8,"2020-02-15 12:07:09+02"
825,1,"2020-02-15 12:07:09+02"
826,16,"2020-02-15 12:07:09+02"
827,7,"2020-02-15 12:07:09+02"
828,4,"2020-02-15 12:07:09+02"
829,8,"2020-02-15 12:07:09+02"
830,11,"2020-02-15 12:07:09+02"
831,14,"2020-02-15 12:07:09+02"
832,8,"2020-02-15 12:07:09+02"
833,3,"2020-02-15 12:07:09+02"
834,6,"2020-02-15 12:07:09+02"
835,10,"2020-02-15 12:07:09+02"
836,15,"2020-02-15 12:07:09+02"
837,5,"2020-02-15 12:07:09+02"
838,1,"2020-02-15 12:07:09+02"
839,14,"2020-02-15 12:07:09+02"
840,10,"2020-02-15 12:07:09+02"
841,15,"2020-02-15 12:07:09+02"
842,10,"2020-02-15 12:07:09+02"
843,4,"2020-02-15 12:07:09+02"
844,15,"2020-02-15 12:07:09+02"
845,9,"2020-02-15 12:07:09+02"
846,13,"2020-02-15 12:07:09+02"
847,13,"2020-02-15 12:07:09+02"
848,16,"2020-02-15 12:07:09+02"
849,2,"2020-02-15 12:07:09+02"
850,1,"2020-02-15 12:07:09+02"
851,15,"2020-02-15 12:07:09+02"
852,3,"2020-02-15 12:07:09+02"
853,3,"2020-02-15 12:07:09+02"
854,11,"2020-02-15 12:07:09+02"
855,6,"2020-02-15 12:07:09+02"
856,11,"2020-02-15 12:07:09+02"
857,5,"2020-02-15 12:07:09+02"
858,5,"2020-02-15 12:07:09+02"
859,2,"2020-02-15 12:07:09+02"
860,14,"2020-02-15 12:07:09+02"
861,10,"2020-02-15 12:07:09+02"
862,4,"2020-02-15 12:07:09+02"
863,14,"2020-02-15 12:07:09+02"
864,3,"2020-02-15 12:07:09+02"
865,2,"2020-02-15 12:07:09+02"
866,8,"2020-02-15 12:07:09+02"
867,8,"2020-02-15 12:07:09+02"
868,16,"2020-02-15 12:07:09+02"
869,1,"2020-02-15 12:07:09+02"
870,11,"2020-02-15 12:07:09+02"
871,5,"2020-02-15 12:07:09+02"
872,16,"2020-02-15 12:07:09+02"
873,3,"2020-02-15 12:07:09+02"
874,4,"2020-02-15 12:07:09+02"
875,15,"2020-02-15 12:07:09+02"
876,11,"2020-02-15 12:07:09+02"
877,12,"2020-02-15 12:07:09+02"
878,16,"2020-02-15 12:07:09+02"
879,12,"2020-02-15 12:07:09+02"
880,2,"2020-02-15 12:07:09+02"
881,11,"2020-02-15 12:07:09+02"
882,7,"2020-02-15 12:07:09+02"
883,3,"2020-02-15 12:07:09+02"
884,12,"2020-02-15 12:07:09+02"
885,11,"2020-02-15 12:07:09+02"
886,2,"2020-02-15 12:07:09+02"
887,2,"2020-02-15 12:07:09+02"
888,6,"2020-02-15 12:07:09+02"
889,3,"2020-02-15 12:07:09+02"
890,15,"2020-02-15 12:07:09+02"
891,4,"2020-02-15 12:07:09+02"
892,2,"2020-02-15 12:07:09+02"
893,14,"2020-02-15 12:07:09+02"
894,16,"2020-02-15 12:07:09+02"
895,4,"2020-02-15 12:07:09+02"
896,3,"2020-02-15 12:07:09+02"
897,7,"2020-02-15 12:07:09+02"
898,15,"2020-02-15 12:07:09+02"
899,4,"2020-02-15 12:07:09+02"
900,9,"2020-02-15 12:07:09+02"
901,2,"2020-02-15 12:07:09+02"
902,15,"2020-02-15 12:07:09+02"
903,16,"2020-02-15 12:07:09+02"
904,11,"2020-02-15 12:07:09+02"
905,5,"2020-02-15 12:07:09+02"
906,5,"2020-02-15 12:07:09+02"
907,7,"2020-02-15 12:07:09+02"
908,9,"2020-02-15 12:07:09+02"
909,11,"2020-02-15 12:07:09+02"
910,7,"2020-02-15 12:07:09+02"
911,1,"2020-02-15 12:07:09+02"
912,14,"2020-02-15 12:07:09+02"
913,13,"2020-02-15 12:07:09+02"
914,16,"2020-02-15 12:07:09+02"
915,1,"2020-02-15 12:07:09+02"
916,2,"2020-02-15 12:07:09+02"
917,15,"2020-02-15 12:07:09+02"
918,3,"2020-02-15 12:07:09+02"
919,10,"2020-02-15 12:07:09+02"
920,13,"2020-02-15 12:07:09+02"
921,12,"2020-02-15 12:07:09+02"
922,11,"2020-02-15 12:07:09+02"
923,7,"2020-02-15 12:07:09+02"
924,14,"2020-02-15 12:07:09+02"
925,6,"2020-02-15 12:07:09+02"
926,6,"2020-02-15 12:07:09+02"
927,1,"2020-02-15 12:07:09+02"
928,3,"2020-02-15 12:07:09+02"
929,9,"2020-02-15 12:07:09+02"
930,14,"2020-02-15 12:07:09+02"
931,16,"2020-02-15 12:07:09+02"
932,5,"2020-02-15 12:07:09+02"
933,13,"2020-02-15 12:07:09+02"
934,10,"2020-02-15 12:07:09+02"
935,13,"2020-02-15 12:07:09+02"
936,12,"2020-02-15 12:07:09+02"
937,13,"2020-02-15 12:07:09+02"
938,5,"2020-02-15 12:07:09+02"
939,5,"2020-02-15 12:07:09+02"
940,15,"2020-02-15 12:07:09+02"
941,10,"2020-02-15 12:07:09+02"
942,7,"2020-02-15 12:07:09+02"
943,6,"2020-02-15 12:07:09+02"
944,7,"2020-02-15 12:07:09+02"
945,6,"2020-02-15 12:07:09+02"
946,8,"2020-02-15 12:07:09+02"
947,9,"2020-02-15 12:07:09+02"
948,13,"2020-02-15 12:07:09+02"
949,10,"2020-02-15 12:07:09+02"
950,4,"2020-02-15 12:07:09+02"
951,4,"2020-02-15 12:07:09+02"
952,6,"2020-02-15 12:07:09+02"
953,2,"2020-02-15 12:07:09+02"
954,13,"2020-02-15 12:07:09+02"
955,3,"2020-02-15 12:07:09+02"
956,10,"2020-02-15 12:07:09+02"
957,9,"2020-02-15 12:07:09+02"
958,7,"2020-02-15 12:07:09+02"
959,3,"2020-02-15 12:07:09+02"
960,6,"2020-02-15 12:07:09+02"
961,9,"2020-02-15 12:07:09+02"
962,4,"2020-02-15 12:07:09+02"
963,2,"2020-02-15 12:07:09+02"
964,1,"2020-02-15 12:07:09+02"
965,11,"2020-02-15 12:07:09+02"
966,6,"2020-02-15 12:07:09+02"
967,14,"2020-02-15 12:07:09+02"
968,1,"2020-02-15 12:07:09+02"
969,7,"2020-02-15 12:07:09+02"
970,4,"2020-02-15 12:07:09+02"
971,9,"2020-02-15 12:07:09+02"
972,14,"2020-02-15 12:07:09+02"
973,6,"2020-02-15 12:07:09+02"
974,13,"2020-02-15 12:07:09+02"
975,8,"2020-02-15 12:07:09+02"
976,10,"2020-02-15 12:07:09+02"
977,16,"2020-02-15 12:07:09+02"
978,5,"2020-02-15 12:07:09+02"
979,7,"2020-02-15 12:07:09+02"
980,12,"2020-02-15 12:07:09+02"
981,16,"2020-02-15 12:07:09+02"
982,1,"2020-02-15 12:07:09+02"
983,12,"2020-02-15 12:07:09+02"
984,9,"2020-02-15 12:07:09+02"
985,14,"2020-02-15 12:07:09+02"
986,2,"2020-02-15 12:07:09+02"
987,12,"2020-02-15 12:07:09+02"
988,16,"2020-02-15 12:07:09+02"
989,16,"2020-02-15 12:07:09+02"
990,11,"2020-02-15 12:07:09+02"
991,1,"2020-02-15 12:07:09+02"
992,6,"2020-02-15 12:07:09+02"
993,3,"2020-02-15 12:07:09+02"
994,13,"2020-02-15 12:07:09+02"
995,11,"2020-02-15 12:07:09+02"
996,6,"2020-02-15 12:07:09+02"
997,12,"2020-02-15 12:07:09+02"
998,11,"2020-02-15 12:07:09+02"
999,3,"2020-02-15 12:07:09+02"
1000,5,"2020-02-15 12:07:09+02"
